seed,n_generated,execution_time,f1_score,accuracy,precision,recall,roc_auc,g_mean,balanced_accuracy,mcc,demographic_parity_diff,equalized_odds_diff,max_fairness_violation,validation_rate,duplicate_ratio,dataset,method
42,87,1.1111390590667725,0.9532852894451865,0.9649122807017544,0.9474590869939706,0.9603174603174601,0.9930555555555557,0.9638364693821062,0.9639550264550264,0.925954425659611,,,,0.45977011494252873,0.4367816091954023,breast_cancer,tabfairgdt
123,87,1.1479558944702148,0.9284860095204922,0.9444444444444443,0.8855273752012881,0.9761904761904762,0.9871031746031745,0.9506843257535443,0.9510582010582009,0.8862838331264381,,,,0.40229885057471265,0.4827586206896552,breast_cancer,tabfairgdt
456,87,1.1531710624694824,0.931993430329372,0.9502923976608186,0.9362158167036215,0.9285714285714285,0.9923941798941799,0.9454229531661205,0.9457671957671958,0.8933189934350799,,,,0.45977011494252873,0.45977011494252873,breast_cancer,tabfairgdt
789,87,1.1066088676452637,0.9655172413793104,0.9736842105263158,0.9333333333333332,1.0,0.9996693121693122,0.9789450103725609,0.9791666666666666,0.9457507306074072,,,,0.632183908045977,0.20689655172413793,breast_cancer,tabfairgdt
1234,87,1.0434660911560059,0.9421449009568931,0.956140350877193,0.9256643851023489,0.9603174603174601,0.9928350970017638,0.9568910573722391,0.957010582010582,0.9079357796278759,,,,0.47126436781609193,0.20689655172413793,breast_cancer,tabfairgdt
2024,87,1.1351299285888672,0.9649698960043788,0.9736842105263158,0.9544973544973545,0.9761904761904762,0.9957010582010581,0.9741542597030607,0.9742063492063492,0.9443834867737545,,,,0.5632183908045977,0.3563218390804598,breast_cancer,tabfairgdt
3141,87,1.1792049407958984,0.96805139147737,0.9766081871345028,0.9685786435786436,0.9682539682539684,0.9865520282186947,0.9746868104258807,0.974867724867725,0.9500543334604136,,,,0.5057471264367817,0.42528735632183906,breast_cancer,tabfairgdt
4242,87,1.0994071960449219,0.9284084549485557,0.9444444444444445,0.8852639873916469,0.9761904761904762,0.9893628747795414,0.9507024239394317,0.9510582010582009,0.8861535341147592,,,,0.7816091954022989,0.14942528735632185,breast_cancer,tabfairgdt
5555,87,1.1719460487365723,0.9686231081579919,0.9766081871345028,0.9613997113997114,0.9761904761904762,0.9959215167548502,0.9764990682650171,0.9765211640211641,0.9501974471144604,,,,0.28735632183908044,0.632183908045977,breast_cancer,tabfairgdt
6789,87,1.1308512687683105,0.9307486631016042,0.9473684210526315,0.91051567239636,0.9523809523809522,0.9852292768959435,0.948380203899807,0.9484126984126985,0.8892293752374257,,,,0.367816091954023,0.5287356321839081,breast_cancer,tabfairgdt
