seed,n_generated,execution_time,f1_score,accuracy,precision,recall,roc_auc,g_mean,balanced_accuracy,mcc,demographic_parity_diff,equalized_odds_diff,max_fairness_violation,validation_rate,duplicate_ratio,dataset,method
42,8772,4.156912088394165,0.8562634959800044,0.9720670391061453,0.810760052558405,0.9075203252032521,0.977088833388334,0.9423643804066023,0.9430488054880549,0.8425843667132599,,,,0.6127450980392157,0.0,htru2,smote
123,8772,3.940605878829956,0.8578725079367645,0.9723463687150838,0.8120940407030823,0.9095528455284553,0.9770491454914549,0.9434791291617519,0.9441163161631616,0.8443934603806006,,,,0.6153670770633834,0.0,htru2,smote
456,8772,4.02024507522583,0.8518321817672128,0.9716945996275604,0.8193299381004865,0.8871951219512195,0.9696236024860249,0.932546205524058,0.9337062120621206,0.837072698859692,,,,0.6295029639762882,0.0,htru2,smote
789,8772,3.9462358951568604,0.864702667215683,0.9740223463687151,0.827599482690012,0.9054878048780489,0.9774441494414945,0.9424517287350459,0.9432113071130711,0.8514763112297192,,,,0.6187870497036023,0.0,htru2,smote
1234,8772,3.8325209617614746,0.8437348261159799,0.9697392923649907,0.8020895564071554,0.8902439024390244,0.9783622836228362,0.9329744211165578,0.9340005900059,0.8284977819044964,,,,0.6236890104879161,0.0,htru2,smote
2024,8772,3.859494924545288,0.8326926415626131,0.9667597765363128,0.7730388868486555,0.9024390243902439,0.9766813293132929,0.9371737931851171,0.9378431284312843,0.8174003697529061,,,,0.6179890560875513,0.0,htru2,smote
3141,8772,3.9949512481689453,0.8754547452821764,0.9764432029795159,0.8504009405108505,0.9024390243902439,0.9829957674576746,0.9422840150815436,0.9431731817318173,0.8630428861004865,,,,0.6127450980392157,0.0,htru2,smote
4242,8772,3.7224619388580322,0.8365848959432056,0.9692737430167598,0.8165891839958089,0.8577235772357724,0.9655143426434266,0.917069411648128,0.9191241912419125,0.8199818741523434,,,,0.6057911536707706,0.0,htru2,smote
5555,8772,3.9534201622009277,0.8506938722259808,0.9708566108007449,0.8044012566877302,0.9034552845528455,0.9729837923379234,0.939815079020827,0.9405550305503055,0.8365670127680908,,,,0.6053351573187414,0.0,htru2,smote
6789,8772,3.9688827991485596,0.8470709592486104,0.969925512104283,0.7935237747706991,0.9085365853658537,0.9746675591755917,0.9417193812098356,0.9423269232692327,0.832865151971173,,,,0.6166210670314638,0.0,htru2,smote
